Time (s),1_pre,,,Time (s),1_post,,,Time (s),2_pre,,,Time (s),2_post,3_post,,,Time (s),3_pre,,,Time (s),4_pre,4_post,,,Time (s),5_pre,5_post,6_pre,,,Time (s),6_post,7_pre,7_post,8_pre,8_post,,,Time (s),9_pre,,,Time (s),9_post,,,Time (s),10_pre,,,Time (s),10_post,,,Time (s),11_pre,,,Time (s),11_post
0.68,-0.5156,,,0.68,-0.0448,,,0.68,-0.3388,,,0.68,0.0035,0.118,,,0.68,-0.1299,,,0.68,-0.3406,-0.0265,,,0.68,-0.201,-0.1387,-0.2439,,,0.68,0.0367,-0.1151,0.031,-0.2242,-0.0633,,,0.68,0.0188,,,0.68,0.1397,,,0.68,-0.2394,,,0.68,0.0475,,,0.68,-0.0397,,,0.68,0.0024
0.69,-0.4815,,,0.69,-0.1044,,,0.69,-0.2749,,,0.69,0.0108,0.053,,,0.69,-0.0703,,,0.69,-0.3674,-0.0257,,,0.69,-0.263,-0.0933,-0.2547,,,0.69,0.0197,-0.3585,0.1381,-0.2987,-0.0006,,,0.69,0.1165,,,0.69,0.1725,,,0.69,-0.1899,,,0.69,0.0289,,,0.69,-0.0056,,,0.69,0.017
0.7,-0.5077,,,0.7,-0.0356,,,0.7,-0.2509,,,0.7,0.0131,0.0712,,,0.7,-0.0867,,,0.7,-0.3743,-0.0074,,,0.7,-0.1999,-0.1042,-0.2357,,,0.7,-0.0197,-0.2866,-0.0065,-0.2675,-0.0352,,,0.7,0.2201,,,0.7,-0.0674,,,0.7,-0.2307,,,0.7,0.0455,,,0.7,-0.0209,,,0.7,0.0439
0.71,-0.4931,,,0.71,-0.0697,,,0.71,-0.2706,,,0.71,0.0399,0.0801,,,0.71,-0.1338,,,0.71,-0.3406,-0.0412,,,0.71,-0.286,-0.0176,-0.2409,,,0.71,0.0016,-0.458,-0.1162,-0.2273,0.1118,,,0.71,0.0514,,,0.71,-0.3166,,,0.71,-0.1765,,,0.71,0.0392,,,0.71,-0.0119,,,0.71,0.0563
0.72,-0.5035,,,0.72,-0.0339,,,0.72,-0.2305,,,0.72,0.0128,0.1046,,,0.72,-0.123,,,0.72,-0.3505,-0.0164,,,0.72,-0.2387,0.0038,-0.2772,,,0.72,-0.0054,-0.25,0.0656,-0.3868,0.0041,,,0.72,0.1039,,,0.72,-0.1098,,,0.72,-0.2794,,,0.72,0.0075,,,0.72,0.0012,,,0.72,0.0116
0.73,-0.3965,,,0.73,-0.0751,,,0.73,-0.2228,,,0.73,0.0649,0.0448,,,0.73,-0.0836,,,0.73,-0.3673,-0.0122,,,0.73,-0.1945,-0.0011,-0.3148,,,0.73,0.0732,-0.2087,0.0248,-0.182,-0.0247,,,0.73,0.1092,,,0.73,0.0583,,,0.73,-0.2748,,,0.73,0.0695,,,0.73,0.1029,,,0.73,0.0539
0.74,-0.4046,,,0.74,-0.0586,,,0.74,-0.1586,,,0.74,0.0462,0.0683,,,0.74,-0.0653,,,0.74,-0.3475,-0.0066,,,0.74,-0.2001,-0.0061,-0.2681,,,0.74,0.0357,-0.1076,-0.0231,-0.3443,-0.0938,,,0.74,0.1459,,,0.74,-0.2552,,,0.74,-0.2795,,,0.74,-0.0968,,,0.74,-0.0124,,,0.74,0.0346
0.75,-0.4308,,,0.75,-0.13,,,0.75,-0.2032,,,0.75,-0.0136,0.0294,,,0.75,-0.0388,,,0.75,-0.3407,-0.0027,,,0.75,-0.2324,0.0094,-0.229,,,0.75,0.0624,-0.1318,-0.1197,-0.3727,0.0314,,,0.75,-0.1915,,,0.75,-0.1796,,,0.75,-0.2782,,,0.75,-0.0658,,,0.75,0.0097,,,0.75,-0.0623
0.76,-0.392,,,0.76,-0.0631,,,0.76,-0.1909,,,0.76,0.0521,-0.0425,,,0.76,0.0051,,,0.76,-0.3293,0.0098,,,0.76,-0.1614,0.0138,-0.1991,,,0.76,0.0155,-0.1707,-0.0542,-0.2848,-0.0118,,,0.76,0.1647,,,0.76,-0.2124,,,0.76,-0.3328,,,0.76,-0.0995,,,0.76,0.0875,,,0.76,-0.0281
0.77,-0.3379,,,0.77,-0.0647,,,0.77,-0.1527,,,0.77,0.0049,0.0582,,,0.77,-0.0206,,,0.77,-0.3481,0.0119,,,0.77,-0.1444,0.0567,-0.1833,,,0.77,0.072,-0.1388,-0.0118,-0.3968,0.0201,,,0.77,-0.0195,,,0.77,0.1089,,,0.77,-0.2801,,,0.77,-0.1194,,,0.77,0.0316,,,0.77,-0.0034
0.78,-0.381,,,0.78,-0.0141,,,0.78,-0.1576,,,0.78,0.0162,0.0631,,,0.78,-0.0184,,,0.78,-0.2694,0.0081,,,0.78,-0.1603,0.0881,-0.1138,,,0.78,0.0684,-0.0613,0.0146,-0.3123,0.0522,,,0.78,0.1689,,,0.78,-0.0117,,,0.78,-0.2156,,,0.78,-0.1399,,,0.78,0.0356,,,0.78,0.0192
0.79,-0.3191,,,0.79,0.0062,,,0.79,-0.1865,,,0.79,-0.0059,0.0425,,,0.79,-0.0487,,,0.79,-0.3063,-0.0105,,,0.79,-0.1411,-0.0017,-0.056,,,0.79,0.0567,-0.2134,0.0328,-0.3601,-0.0913,,,0.79,-0.4573,,,0.79,-0.0953,,,0.79,-0.3049,,,0.79,-0.1704,,,0.79,0.1177,,,0.79,0.046
0.8,-0.3349,,,0.8,0.0218,,,0.8,-0.1062,,,0.8,0.0659,0.091,,,0.8,-0.0123,,,0.8,-0.2795,-0.017,,,0.8,-0.1022,0.084,-0.0293,,,0.8,0.0745,-0.09,-0.1406,-0.4458,0.1164,,,0.8,-0.0177,,,0.8,-0.0721,,,0.8,-0.1924,,,0.8,-0.1509,,,0.8,0.0767,,,0.8,-0.006
0.81,-0.237,,,0.81,-0.0033,,,0.81,-0.1775,,,0.81,0.0498,0.178,,,0.81,-0.0525,,,0.81,-0.2893,-0.0128,,,0.81,-0.1,0.0907,-0.0257,,,0.81,0.0856,-0.1232,0.0628,-0.3157,-0.0766,,,0.81,-0.1204,,,0.81,-0.1124,,,0.81,-0.2416,,,0.81,-0.1685,,,0.81,0.0856,,,0.81,0.0133
0.82,-0.2396,,,0.82,-0.0401,,,0.82,-0.2007,,,0.82,0.0135,0.1093,,,0.82,-0.0765,,,0.82,-0.2854,0.0183,,,0.82,-0.091,-0.0081,-0.017,,,0.82,0.0803,-0.2372,0.0667,-0.4035,0.1726,,,0.82,0.2112,,,0.82,-0.2304,,,0.82,-0.1895,,,0.82,-0.1006,,,0.82,0.0165,,,0.82,0.0452
0.83,-0.2858,,,0.83,-0.0077,,,0.83,-0.1534,,,0.83,0.0233,0.0739,,,0.83,-0.0669,,,0.83,-0.2501,-0.0226,,,0.83,-0.0415,-0.0193,0.0303,,,0.83,0.0574,-0.0883,0.1139,-0.3293,-0.0585,,,0.83,0.1463,,,0.83,0.0739,,,0.83,-0.2147,,,0.83,-0.2421,,,0.83,-0.0237,,,0.83,-0.0071
0.84,-0.2907,,,0.84,-0.0278,,,0.84,-0.1642,,,0.84,-0.0442,0.0913,,,0.84,-0.0128,,,0.84,-0.2332,-0.0429,,,0.84,-0.0886,-0.0479,-0.0078,,,0.84,0.0415,-0.1559,0.1121,-0.5623,0.0775,,,0.84,0.1822,,,0.84,-0.1653,,,0.84,-0.2036,,,0.84,-0.1694,,,0.84,0.016,,,0.84,-0.0424
